,x,y,u
0,1.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,1.0,0.0
3,-1.0,1.0,0.0
4,-1.0,-1.0,0.0
5,1.0,-1.0,0.0
6,-1.0,0.0,0.0
7,0.0,-1.0,0.0
8,-1.0,-0.5,0.0
9,-0.5,-1.0,0.0
10,-1.0,0.5,0.0
11,0.0,0.5,0.0
12,-0.5,1.0,0.0
13,0.5,-1.0,0.0
14,1.0,-0.5,0.0
15,0.5,0.0,0.0
16,-0.5,0.25,0.0716916290448725
17,-0.25,-0.5,0.11255050462843642
18,0.5,-0.5,0.047222435521467404
19,-0.5892857142857143,-0.1964285714285715,0.10276949689753703
20,0.125,-0.625,0.07696709265496603
21,-0.625,-0.625,0.08452607376865395
22,-0.625,0.625,0.033126627799351924
23,-0.28125,0.71875,0.02172507380097708
24,1.0,-0.75,0.0
25,0.75,-1.0,0.0
26,0.21875,-0.28125,0.06251207790486746
27,1.0,-0.25,0.0
28,0.75,0.0,0.0
29,-0.3214285714285715,-0.01785714285714287,0.09271737804739597
30,0.0,0.25,0.0
31,0.625,-0.75,0.026219833176250464
32,-0.125,-0.75,0.07376521154020567
33,-0.7182539682539683,0.06150793650793654,0.06973420195994949
34,-0.06793478260869565,-0.2785326086956522,0.09417354537971295
35,-0.75,0.375,0.04330113844001681
36,-0.2785326086956522,0.4320652173913043,0.043389895962394995
37,0.75,-0.375,0.022588655114310918
38,0.25,-1.0,0.0
39,-0.75,-1.0,0.0
40,-1.0,-0.75,0.0
41,-0.75,1.0,0.0
42,-1.0,0.75,0.0
43,-0.3920454545454546,-0.7556818181818181,0.07625826143846308
44,0.3660714285714286,-0.7232142857142857,0.04704877480377481
45,-0.7577220077220077,-0.3981660231660232,0.07569152421065949
46,-1.0,0.25,0.0
47,-0.25,-1.0,0.0
48,-0.25,1.0,0.0
49,0.0,0.75,0.0
50,0.46875,-0.25,0.03769475096559925
51,0.25,0.0,0.0
52,-1.0,-0.25,0.0
53,-0.3480136436597111,-0.2681581059390049,0.11596868200070634
54,-0.2773953196665491,0.2049507392699196,0.0633578434115903
55,-0.5237595470340254,-0.4176628948900217,0.1111973534308489
56,0.8125,-0.625,0.017121631575166905
57,-0.8050898931000972,-0.1431203433754454,0.06167061744004911
58,-0.5148809523809523,0.04662698412698414,0.09124752213027378
59,-0.4887738589573591,0.4620753803475469,0.0508437607526811
60,0.07401855112946315,-0.4264368775807627,0.08899809020681818
61,-0.8207662902046162,-0.5872988706138487,0.053429900778741934
62,-0.79536021357373,-0.79536021357373,0.03863363227028014
63,0.3028273809523809,-0.5334821428571429,0.06587387030856157
64,-0.78125,0.78125,0.014319373676903965
65,0.125,-0.8333333333333334,0.044077308533268154
66,-0.5803977272727273,-0.8184659090909091,0.054373761421586404
67,-0.8125,0.5625,0.02452571383768712
68,-0.484375,0.7864583333333334,0.020722818935406475
69,0.8046875,-0.81640625,0.011272005866214324
70,-0.0651496830927299,-0.5638248415463649,0.09766273752835207
71,0.6649305555555556,-0.1875,0.019228542060857157
72,-0.1551148652395741,-0.1097181399733806,0.08219583019403907
73,-0.4482592573261347,-0.5829147235339396,0.10404874887528594
74,-0.1284722222222222,0.625,0.015657444525384128
75,0.07648519490254871,-0.1662059595202399,0.05669004365280613
76,0.0,0.875,0.0
77,-0.125,1.0,0.0
78,0.8442089083510262,-0.1557910916489738,0.008065900863575337
79,-0.1643178472408518,0.06779913425684787,0.05727507312001288
80,-0.625,1.0,0.0
81,-1.0,0.125,0.0
82,-0.8378884417616812,0.1874999999999999,0.040162014663698495
83,0.6701388888888888,-0.5277777777777778,0.031286619751724726
84,-0.1535825920147563,0.3191308253246022,0.03419246644192056
85,0.3294454225352113,-0.1511883802816902,0.03313810225968259
86,-0.3654499275381338,0.5745966264853175,0.03735542357433694
87,0.3574404761904762,-0.3751488095238096,0.05768351029957939
88,-0.4575617283950617,-0.1038359788359789,0.10577220907929821
89,-0.1493055555555556,0.8125,0.009251044804389154
90,-0.375,1.0,0.0
91,-0.6688161375661376,0.2248677248677249,0.06415091509943827
92,-0.875,1.0,0.0
93,0.5873161764705882,-0.3621323529411765,0.03610285949027378
94,0.375,-1.0,0.0
95,0.4375,-0.8594470046082949,0.024736683548734206
96,0.277811986863711,-0.8489326765188834,0.03372688597591014
97,-0.6326329022988506,0.7736170977011494,0.020288732591012878
98,-0.349609375,0.8522135416666667,0.013293970661406276
99,-0.2604665071770335,-0.6614832535885168,0.09470281125450174
100,-0.875,-1.0,0.0
101,-0.6243846694796062,-0.05276773156519991,0.09072198563704352
102,-0.8518598688513003,-0.002534108170131819,0.04495325298183469
103,-0.2106929777714215,-0.3467434295834833,0.11258440373041262
104,-0.143040458937198,0.4815066425120773,0.023799763278853303
105,-0.3973803494812334,0.3509026785221103,0.05951417542545671
106,-0.3855432925969293,-0.4543878322509505,0.11646596856176795
107,-0.4062168167838613,0.1409068828386179,0.0813332847027294
108,-0.06855231671225026,-0.4211983481003441,0.10285706002209176
109,-1.0,-0.375,0.0
110,-0.8544793260424578,-0.2842146002966594,0.05067205895261423
111,-0.375,-1.0,0.0
112,-0.2566593352883676,-0.8404203323558161,0.05452811172169427
113,-0.125,-1.0,0.0
114,-0.6023325970849556,0.357834805830089,0.05784139871159819
115,0.5673225308641975,-0.6225887345679013,0.03817368748046531
116,-1.404164098380012e-05,-0.6874719167180324,0.07861841295801568
117,0.6794270833333333,-0.8790364583333333,0.012615543939777816
118,-0.875,0.4375,0.022340341989894433
119,-0.02083333333333334,-0.8541666666666666,0.04499511967596442
120,-0.6875,0.5,0.040014831988463506
121,0.8526785714285714,-0.4821428571428572,0.014548475311707873
122,0.8663213703414483,-0.2951427406828966,0.011051618605753202
123,-1.0,0.875,0.0
124,-1.0,-0.875,0.0
125,-0.7142964504227014,-0.2632384128303709,0.08514515181690466
126,0.2270580909124776,-0.7194613093187239,0.05786520921278491
127,0.875,-1.0,0.0
128,1.0,-0.875,0.0
129,-0.457683367768595,-0.8726885330578512,0.044138239996781306
130,-0.5147598140495868,-0.7014591942148761,0.08283338153445116
131,0.226833312713076,-0.418684530682943,0.07289694513608158
132,-1.0,0.625,0.0
133,-0.8764204545454546,0.6832386363636364,0.012712055404547399
134,-0.4862320948735005,0.6461067170403607,0.033594008295164374
135,-0.8837295605223892,-0.4375,0.041115813072991364
136,-0.7063616077072187,-0.5203599606419671,0.08160880861041969
137,0.4949265529683948,-0.7424957022578975,0.035749380210942906
138,0.4157631802721088,-0.6012436224489796,0.05261376851809538
139,0.08881016893787742,-0.2964499332037892,0.07800639477773909
140,-0.5675729661343475,0.8847436157977061,0.011290827430495918
141,-0.7015977654783362,0.8814782522111909,0.009871566413074342
142,0.2027765559797813,-0.1555177669432552,0.042369178484369774
143,-0.8844000857555891,0.3083500571703928,0.025629000160558885
144,0.4552964839189317,-0.1213651854898665,0.021752540051700412
145,-0.3378112428908309,-0.1426794136297882,0.10676773545870472
146,-0.4845344568632762,-0.2857239552247747,0.11446602381041399
147,-0.1519735431209166,0.1931669815454057,0.042300056063598615
148,0.625,-1.0,0.0
149,0.125,0.0,0.0
150,0.0,0.375,0.0
151,0.0,0.625,0.0
152,-0.625,-1.0,0.0
153,0.125,-1.0,0.0
154,-1.0,-0.625,0.0
155,-1.0,-0.125,0.0
156,1.0,-0.625,0.0
157,0.625,0.0,0.0
158,1.0,-0.125,0.0
159,0.875,0.0,0.0
160,1.0,-0.375,0.0
161,-1.0,0.375,0.0
162,0.375,0.0,0.0
163,0.0,0.125,0.0
164,-0.2279702415309416,-0.2176635537041002,0.10545963615988041
165,-0.6958036398700236,-0.8806397598482794,0.032584969018039124
166,-0.6369628750196129,-0.3625796307271781,0.09908902149572993
167,0.5597361796487987,-0.8535248258603789,0.020142913315530427
168,-0.2392971356834281,0.5637653535837701,0.029898528787920306
169,-0.8816394836703144,-0.7003138318049442,0.032075452100025464
170,-0.6806549940204829,-0.7397052195532471,0.06167268289649956
171,-0.04458115529288928,-0.1595539622567543,0.07234938435015123
172,-0.871875,0.871875,0.005671863187121966
173,-0.1400226445804274,-0.8691893112470941,0.04415650295918147
174,-0.5718419312169313,0.1530257936507936,0.07864162113300495
175,-0.5539262582158275,-0.5313186764686827,0.10186848818252686
176,0.4733932842485263,-0.3865651339456353,0.04736894814133371
177,0.1549372052833662,-0.5114872153359877,0.08096661839661164
178,0.7665781777900219,-0.2395398538028658,0.016370468174193888
179,-0.2880857060070885,0.3184572931165766,0.054043205143238265
180,-0.2779478385765469,0.08930487275438563,0.07559627416718188
181,0.6843690645773979,-0.6463638117283951,0.027338809930034968
182,0.04441083995947284,-0.5356252789056123,0.09057045047261213
183,0.3310770875251509,-0.2647143276324615,0.050252486698413694
184,0.90625,-0.6875,0.0080917097205618
185,-0.7487305158540667,-0.04629801387955447,0.0704925071085432
186,-0.6911147144210306,-0.1451891712079648,0.08598442367100705
187,-0.7111711486016546,0.6950788513983454,0.023655701399153975
188,0.5745249750258627,-0.108751175586056,0.0153078127810837
189,-0.906506537326958,-0.8125,0.019286029354862982
190,-0.8125,-0.906506537326958,0.01929307607277218
191,-0.1762031445814284,-0.5858639486743474,0.10223704420600734
192,-0.3835262529888158,0.6818222595925031,0.028700712437914288
193,0.6735756730161488,-0.295906090694178,0.025846503536818083
194,-0.9085225152703466,-0.1875,0.032783521200939116
195,-0.3437366266803153,-0.5543526899100002,0.10961119291374218
196,-0.4546506878071335,0.8959757626807789,0.010352930197907487
197,-0.2389960436080236,0.8851212090911642,0.008369441391337483
198,-0.5433428662957329,0.5548622859616068,0.041663788648045715
199,-0.3823157800273843,0.4564400566846212,0.04873404688613967
200,-0.3947652517045188,0.2456088233113604,0.06989912249895988
201,0.576509035479212,-0.2490991561183908,0.02984522162669741
202,0.1233311143710018,-0.7291666666666666,0.06383561393977726
203,0.06250000000000003,-0.9166666666666667,0.02547755177015425
204,0.1942090237348859,-0.9116348988655023,0.02336486505298905
205,0.7302638033908753,-0.7414782746482198,0.01961273513353395
206,-0.7671692729212838,0.2686995549097836,0.0481519165136364
207,-0.3727085016418588,-0.6538613065802176,0.09632444761100278
208,-0.7303177635601694,-0.6447543179266186,0.06715008439902324
209,0.9123046875,-0.8125,0.005394118867879906
210,0.7437000843307776,-0.1101898659360832,0.009525333570803589
211,-0.3160094992068597,-0.3715041046835861,0.11796928657990069
212,0.90625,-0.5742885044642857,0.009223037051771715
213,-0.4996671166132091,0.3599671787551702,0.06075778346343214
214,-0.6169351153861982,0.04904284104470928,0.08402912657690707
215,-0.4108051341299048,0.03643380395949204,0.09239554633683983
216,-0.3579466642028759,-0.8517243995209426,0.05157949829966032
